"Zip
Code","Place
Name",State,County,Lat,Long
19137,Philadelphia,PA,Philadelphia,40.0008,-75.0727
24093,Glen Lyn,VA,Giles,37.3669,-80.8634
47579,Santa Claus,IN,Spencer,38.1176,-86.9286
96162,Truckee,CA,Nevada,39.328,-120.1833
25025,Blount,WV,Kanawha,38.3121,-81.4052
77059,Houston,TX,Harris,29.5975,-95.1134
23464,Virginia Beach,VA,Virginia Beach (city),36.7978,-76.1759
19047,Langhorne,PA,Bucks,40.1813,-74.9104
30510,Alto,GA,Habersham,34.4591,-83.602
96817,Honolulu,HI,Honolulu,21.3295,-157.8615
33957,Sanibel,FL,Lee,26.4514,-82.0868
24250,Fort Blackmore,VA,Scott,36.7438,-82.6102
18324,Bushkill,PA,Pike,41.1285,-75.0132
58703,Minot,ND,Ward,48.3306,-101.3156
92266,Palo Verde,CA,Imperial,33.3696,-114.7355
14141,Springville,NY,Erie,42.52,-78.6847
61940,Metcalf,IL,Edgar,39.8008,-87.7955
56186,Woodstock,MN,Pipestone,43.9873,-96.1192
93656,Riverdale,CA,Fresno,36.4295,-119.872
14841,Hector,NY,Schuyler,42.4966,-76.8786
2806,Barrington,RI,Bristol,41.7443,-71.3175
20241,Washington,DC,District of Columbia,38.8933,-77.0146
58061,Mooreton,ND,Richland,46.2686,-96.8762
85610,Elfrida,AZ,Cochise,31.7139,-109.6193
15856,Rockton,PA,Clearfield,41.0806,-78.6577
12436,Haines Falls,NY,Greene,42.1955,-74.1023
25315,Charleston,WV,Kanawha,38.2351,-81.5536
23288,Henrico,VA,Henrico,37.4638,-77.398
97377,Shedd,OR,Linn,44.453,-123.1065
80124,Lone Tree,CO,Douglas,39.5517,-104.8863
95490,Willits,CA,Mendocino,39.4493,-123.3679
93626,Friant,CA,Fresno,37.0422,-119.6807
72126,Perryville,AR,Perry,34.9701,-92.8472
19139,Philadelphia,PA,Philadelphia,39.9612,-75.2303
85619,Mount Lemmon,AZ,Pima,32.3763,-110.7605
95131,San Jose,CA,Santa Clara,37.3864,-121.88
63032,Florissant,MO,St. Louis,38.6383,-90.4271
60602,Chicago,IL,Cook,41.8829,-87.6321
48244,Detroit,MI,Wayne,42.2399,-83.1508
11756,Levittown,NY,Nassau,40.7254,-73.5166
68665,Spalding,NE,Greeley,41.6874,-98.3715
94132,San Francisco,CA,City and County of San Francisco,37.7211,-122.4754
37317,Copperhill,TN,Polk,35.0207,-84.3748
8840,Metuchen,NJ,Middlesex,40.5449,-74.3517
24566,Keeling,VA,Pittsylvania,36.7156,-79.2783
78768,Austin,TX,Travis,30.2672,-97.7431
60119,Elburn,IL,Kane,41.8824,-88.4611
30006,Marietta,GA,Cobb,33.9526,-84.5499
41859,Dema,KY,Knott,37.3976,-82.7836
17847,Milton,PA,Northumberland,41.0168,-76.8398
92602,Irvine,CA,Orange,33.7419,-117.7467
6512,New Haven,CT,New Haven,41.3082,-72.9282
55418,Minneapolis,MN,Hennepin,45.0192,-93.2401
52066,North Buena Vista,IA,Clayton,42.6783,-90.9518
45033,Hooven,OH,Hamilton,39.1773,-84.7627
72419,Caraway,AR,Craighead,35.759,-90.3358
65570,Success,MO,Texas,37.4626,-92.0909
68735,Ewing,NE,Holt,42.1851,-98.3981
47854,Hillsdale,IN,Vermillion,39.7712,-87.4041
44444,Newton Falls,OH,Trumbull,41.191,-80.9701
81131,Crestone,CO,Saguache,37.953,-105.6879
93670,Yettem,CA,Tulare,36.4718,-119.2594
58758,Martin,ND,Sheridan,47.7781,-100.1225
97833,Haines,OR,Baker,44.8776,-117.9756
33158,Miami,FL,Miami-Dade,25.6364,-80.3187
55101,Saint Paul,MN,Ramsey,44.9512,-93.0902
98195,Seattle,WA,King,47.6564,-122.3048
52310,Monticello,IA,Jones,42.2326,-91.1989
31698,Valdosta,GA,Lowndes,30.8485,-83.2878
75439,Ector,TX,Fannin,33.5819,-96.2735
75041,Garland,TX,Dallas,32.8794,-96.6411
66937,Clifton,KS,Washington,39.6201,-97.2611
49088,Scotts,MI,Kalamazoo,42.1819,-85.4685
83116,Diamondville,WY,Lincoln,41.7839,-110.54
27826,Fairfield,NC,Hyde,35.5659,-76.2318
72842,Havana,AR,Yell,35.0832,-93.5955
46350,La Porte,IN,LaPorte,41.5994,-86.7077
37729,Duff,TN,Campbell,36.5086,-84.0454
42444,Poole,KY,Webster,37.641,-87.6439
12405,Acra,NY,Greene,42.3304,-74.0857
11005,Floral Park,NY,Queens,40.7571,-73.7182
29342,Gaffney,SC,Cherokee,34.9963,-81.6524
45854,Lafayette,OH,Allen,40.7582,-83.9499
33913,Fort Myers,FL,Lee,26.5228,-81.7065
30161,Rome,GA,Floyd,34.2507,-85.1465
10960,Nyack,NY,Rockland,41.0914,-73.9252
31058,Mauk,GA,Taylor,32.509,-84.3999
39819,Bainbridge,GA,Decatur,30.9039,-84.569
98614,Chinook,WA,Pacific,46.2729,-123.9454
59729,Ennis,MT,Madison,45.3545,-111.687
31033,Haddock,GA,Jones,33.0519,-83.4312
25630,Lorado,WV,Logan,37.7957,-81.7148
42206,Auburn,KY,Logan,36.8818,-86.7198
54701,Eau Claire,WI,Eau Claire,44.784,-91.4877
40729,East Bernstadt,KY,Laurel,37.2488,-84.138
33637,Tampa,FL,Hillsborough,28.0338,-82.3659
78257,San Antonio,TX,Bexar,29.6495,-98.6137
99155,Nespelem,WA,Okanogan,48.1434,-119.0094
34264,Oneco,FL,Manatee,27.4475,-82.5462
65261,Keytesville,MO,Chariton,39.4794,-92.9302
38820,Algoma,MS,Pontotoc,34.1715,-89.0328
17748,Mc Elhattan,PA,Clinton,41.1355,-77.37
45327,Germantown,OH,Montgomery,39.6244,-84.3764
61801,Urbana,IL,Champaign,40.1095,-88.2036
59253,Peerless,MT,Daniels,48.7808,-105.8006
59732,Glen,MT,Beaverhead,45.4766,-112.6906
12770,Pond Eddy,NY,Sullivan,41.4511,-74.841
70166,New Orleans,LA,Orleans,29.9546,-90.0751
62985,Simpson,IL,Johnson,37.4673,-88.7551
32277,Jacksonville,FL,Duval,30.3704,-81.5864
80807,Burlington,CO,Kit Carson,39.3106,-102.2583
50478,Thompson,IA,Winnebago,43.3875,-93.7517
74051,Ochelata,OK,Washington,36.5947,-95.9691
85281,Tempe,AZ,Maricopa,33.4227,-111.9261
98433,Tacoma,WA,Pierce,47.1125,-122.5891
71447,Lena,LA,Rapides,31.4207,-92.8312
26285,Norton,WV,Randolph,38.9318,-79.9656
97308,Salem,OR,Marion,44.9429,-123.0351
30081,Smyrna,GA,Cobb,33.8588,-84.7106
63441,Frankford,MO,Pike,39.4892,-91.3031
34101,Naples,FL,Collier,26.1423,-81.796
8650,Trenton,NJ,Mercer,40.2805,-74.712
55318,Chaska,MN,Carver,44.8061,-93.6083
31062,Milledgeville,GA,Baldwin,33.0491,-83.2174
20814,Bethesda,MD,Montgomery,39.0003,-77.1022
12920,Chateaugay,NY,Franklin,44.9088,-74.0741
72469,Strawberry,AR,Lawrence,35.9673,-91.2935
84304,Cache Junction,UT,Cache,41.8169,-111.9982
79336,Levelland,TX,Hockley,33.5788,-102.3676
27207,Bear Creek,NC,Chatham,35.6129,-79.3726
80402,Golden,CO,Jefferson,39.7555,-105.2211
79316,Brownfield,TX,Terry,33.1698,-102.2762
59077,Sand Springs,MT,Garfield,47.1008,-107.4856
56115,Balaton,MN,Lyon,44.2253,-95.8838
39173,Tinsley,MS,Yazoo,32.7628,-90.3628
64020,Concordia,MO,Lafayette,38.9776,-93.5812
28075,Harrisburg,NC,Cabarrus,35.3247,-80.6594
63010,Arnold,MO,Jefferson,38.4305,-90.387
2718,East Taunton,MA,Bristol,41.8736,-71.0192
19608,Reading,PA,Berks,40.3113,-76.0345
12184,Valatie,NY,Columbia,42.4321,-73.6683
25266,Newton,WV,Roane,38.606,-81.1623
21093,Lutherville Timonium,MD,Baltimore,39.4332,-76.6546
1222,Ashley Falls,MA,Berkshire,42.0596,-73.3202
20074,Washington,DC,District of Columbia,38.8933,-77.0146
47683,Somerville,IN,Gibson,38.2764,-87.3778
97303,Salem,OR,Marion,44.9927,-123.0167
77878,Snook,TX,Burleson,30.4702,-96.4804
25076,Ethel,WV,Logan,37.8665,-81.9123
45404,Dayton,OH,Montgomery,39.7862,-84.1622
86343,Crown King,AZ,Yavapai,34.2241,-112.334
28543,Tarawa Terrace,NC,Onslow,34.7354,-77.3831
91423,Sherman Oaks,CA,Los Angeles,34.1526,-118.4322
54512,Boulder Junction,WI,Vilas,46.1112,-89.6325
20011,Washington,DC,District of Columbia,38.9518,-77.0203
52625,Donnellson,IA,Lee,40.6612,-91.5745
35285,Birmingham,AL,Jefferson,33.5446,-86.9292
84315,Hooper,UT,Weber,41.1668,-112.1364
35648,Lexington,AL,Lauderdale,34.9559,-87.3935
26559,Barrackville,WV,Marion,39.5052,-80.1725
60169,Hoffman Estates,IL,Cook,42.0493,-88.1065
92222,Bard,CA,Imperial,32.7822,-114.5619
33023,Hollywood,FL,Broward,25.9894,-80.2153
40068,Smithfield,KY,Henry,38.3933,-85.2656
39288,Pearl,MS,Rankin,32.2746,-90.132
4414,Brownville,ME,Piscataquis,45.3412,-69.0423
50078,Ferguson,IA,Marshall,41.9374,-92.865
41230,Louisa,KY,Lawrence,38.1043,-82.6056
17536,Kirkwood,PA,Lancaster,39.8257,-76.0933
11351,Flushing,NY,Queens,40.7817,-73.8317
79934,El Paso,TX,El Paso,31.9386,-106.4073
12804,Queensbury,NY,Warren,43.329,-73.6818
58257,Mayville,ND,Traill,47.5014,-97.3176
40927,Closplint,KY,Harlan,36.8713,-83.0414
29404,Charleston Afb,SC,Charleston,32.8982,-80.0686
82838,Parkman,WY,Sheridan,44.965,-107.3254
98382,Sequim,WA,Clallam,48.0881,-123.1198
18439,Lakewood,PA,Wayne,41.8171,-75.3838
83842,Medimont,ID,Kootenai,47.4625,-116.5683
45891,Van Wert,OH,Van Wert,40.8689,-84.5904
80248,Denver,CO,Denver,39.7392,-104.9847
28771,Robbinsville,NC,Graham,35.3259,-83.7888
4841,Rockland,ME,Knox,44.1123,-69.1139
50167,Minburn,IA,Dallas,41.7562,-94.015
33186,Miami,FL,Miami-Dade,25.6694,-80.4085
45044,Middletown,OH,Butler,39.5151,-84.3983
93386,Bakersfield,CA,Kern,35.2944,-118.9052
58318,Bottineau,ND,Bottineau,48.8451,-100.4329
75960,Moscow,TX,Polk,30.9179,-94.8544
91394,Granada Hills,CA,Los Angeles,34.2647,-118.5231
68714,Bassett,NE,Rock,42.5763,-99.5387
34603,Brooksville,FL,Hernando,28.5642,-82.4165
6354,Moosup,CT,Windham,41.721,-71.885
32658,La Crosse,FL,Alachua,29.8433,-82.4048
25303,South Charleston,WV,Kanawha,38.3684,-81.6996
40946,Green Road,KY,Knox,36.8713,-83.83
84008,Bonanza,UT,Uintah,40.0211,-109.1773
63117,Saint Louis,MO,St. Louis,38.6295,-90.3342
72168,Tucker,AR,Jefferson,34.4414,-91.9163
64166,Kansas City,MO,Clay,39.3294,-94.5199
99754,Koyukuk,AK,Yukon-Koyukuk (CA),64.8803,-157.7008
5640,Adamant,VT,Washington,44.3575,-72.5046
20470,Washington,DC,District of Columbia,38.8933,-77.0146
81244,Rockvale,CO,Fremont,38.3697,-105.1639
20138,Calverton,VA,Fauquier,38.6338,-77.6869
2842,Middletown,RI,Newport,41.5198,-71.2731
28010,Barium Springs,NC,Iredell,35.7192,-80.8991
55705,Aurora,MN,St. Louis,47.4951,-92.2415
90030,Los Angeles,CA,Los Angeles,34.0522,-118.2437
27805,Aulander,NC,Bertie,36.1475,-77.1141
30024,Suwanee,GA,Gwinnett,34.0425,-84.0262
68445,Swanton,NE,Saline,40.3844,-97.0806
73666,Sweetwater,OK,Roger Mills,35.4488,-99.9006
56547,Glyndon,MN,Clay,46.882,-96.5583
94522,Concord,CA,Contra Costa,37.978,-122.0311
33206,Miami,FL,Miami-Dade,25.7743,-80.1937
22603,Winchester,VA,Frederick,39.264,-78.1989
90223,Compton,CA,Los Angeles,33.8958,-118.2201
80108,Castle Rock,CO,Douglas,39.4455,-104.853
48555,Flint,MI,Genesee,43.0113,-83.7108
48067,Royal Oak,MI,Oakland,42.4906,-83.1366
78013,Comfort,TX,Kendall,29.9677,-98.905
6763,Morris,CT,Litchfield,41.6881,-73.1765
29860,North Augusta,SC,Aiken,33.6028,-81.9748
50123,Humeston,IA,Wayne,40.8469,-93.5101
30078,Snellville,GA,Gwinnett,33.8635,-84.0081
51570,Shelby,IA,Pottawattamie,41.5339,-95.4469
65583,Waynesville,MO,Pulaski,37.7676,-92.2105
77009,Houston,TX,Harris,29.7936,-95.3675
13763,Endicott,NY,Broome,42.0984,-76.0494
72427,Egypt,AR,Craighead,35.864,-90.9428
34958,Jensen Beach,FL,Martin,27.2424,-80.2246
53274,Milwaukee,WI,Milwaukee,43.0389,-87.9065
15329,Prosperity,PA,Washington,40.0224,-80.2613
43901,Adena,OH,Jefferson,40.2126,-80.8815
1247,North Adams,MA,Berkshire,42.6955,-73.08
69212,Crookston,NE,Cherry,42.9255,-100.7735
49725,De Tour Village,MI,Chippewa,45.9939,-83.9396
4933,East Newport,ME,Penobscot,44.8209,-69.2225
10119,New York,NY,New York,40.7808,-73.9772
20425,Washington,DC,District of Columbia,38.8933,-77.0146
75903,Lufkin,TX,Angelina,31.2766,-94.5676
92109,San Diego,CA,San Diego,32.7969,-117.2405
23038,Columbia,VA,Goochland,37.7147,-78.1794
79563,Tye,TX,Taylor,32.4477,-99.8684
96825,Honolulu,HI,Honolulu,21.2987,-157.6985
54226,Maplewood,WI,Door,44.7475,-87.4793
26385,Lost Creek,WV,Harrison,39.1725,-80.3777
67544,Hoisington,KS,Barton,38.4789,-98.7565
85624,Patagonia,AZ,Santa Cruz,31.5353,-110.6968
76240,Gainesville,TX,Cooke,33.6547,-97.1583
63052,Imperial,MO,Jefferson,38.4069,-90.4381
53581,Richland Center,WI,Richland,43.3661,-90.4302
88231,Eunice,NM,Lea,32.4392,-103.1594
97077,Beaverton,OR,Washington,45.4871,-122.8037
21014,Bel Air,MD,Harford,39.5394,-76.3564
82401,Worland,WY,Washakie,44.0138,-107.9563
54656,Sparta,WI,Monroe,43.954,-90.8146
41773,Vicco,KY,Perry,37.202,-83.0658
60661,Chicago,IL,Cook,41.8814,-87.643
59722,Deer Lodge,MT,Powell,46.3881,-112.7476
97038,Molalla,OR,Clackamas,45.1223,-122.5756
3073,North Salem,NH,Rockingham,42.837,-71.2206
3851,Milton,NH,Strafford,43.4229,-71.0114
50206,New Providence,IA,Hardin,42.2693,-93.1753
98481,Tacoma,WA,Pierce,47.2529,-122.4443
93621,Dunlap,CA,Fresno,36.7446,-119.0899
72167,Traskwood,AR,Saline,34.4508,-92.6547
3885,Stratham,NH,Rockingham,43.0194,-70.8997
14807,Arkport,NY,Steuben,42.4225,-77.6918
49826,Rumely,MI,Alger,46.3483,-87.0332
97702,Bend,OR,Deschutes,44.0223,-121.2985
55814,Duluth,MN,St. Louis,46.7833,-92.1066
99756,Manley Hot Springs,AK,Yukon-Koyukuk (CA),65.0011,-150.6339
32211,Jacksonville,FL,Duval,30.348,-81.5882
22727,Madison,VA,Madison,38.37,-78.2976
75231,Dallas,TX,Dallas,32.8756,-96.7495
54660,Tomah,WI,Monroe,43.9838,-90.4733
96135,Vinton,CA,Plumas,39.8043,-120.1783
91723,Covina,CA,Los Angeles,34.086,-117.8843
21221,Essex,MD,Baltimore,39.3086,-76.4533
4003,Bailey Island,ME,Cumberland,43.7341,-69.9952
72366,Marvell,AR,Phillips,34.5485,-90.9413
28610,Claremont,NC,Catawba,35.7211,-81.1297
55327,Dayton,MN,Hennepin,45.1982,-93.4668
56339,Hoffman,MN,Grant,45.8233,-95.7955
71425,Enterprise,LA,Catahoula,31.9064,-91.8751
11739,Great River,NY,Suffolk,40.7297,-73.1607
92165,San Diego,CA,San Diego,32.7153,-117.1573
78538,Edcouch,TX,Hidalgo,26.3328,-97.9622
33039,Homestead,FL,Miami-Dade,25.5021,-80.3997
24622,Jewell Ridge,VA,Tazewell,37.2094,-81.7956
76476,Tolar,TX,Hood,32.3772,-97.8802
4945,Jackman,ME,Somerset,45.6351,-70.2492
79240,Lelia Lake,TX,Donley,34.8843,-100.7674
42419,Henderson,KY,Henderson,37.8072,-87.5991
83872,Viola,ID,Latah,46.8583,-116.9732
55769,Nashwauk,MN,Itasca,47.42,-93.2168
92203,Indio,CA,Riverside,33.7532,-116.2676
23359,Hallwood,VA,Accomack,37.8837,-75.6041
89424,Nixon,NV,Washoe,39.8272,-119.3605
48012,Birmingham,MI,Oakland,42.5467,-83.2113
94293,Sacramento,CA,Sacramento,38.5816,-121.4944
15639,Hunker,PA,Westmoreland,40.2149,-79.5824
57442,Gettysburg,SD,Potter,45.0259,-99.9766
22161,Springfield,VA,Fairfax,38.7893,-77.1872
70002,Metairie,LA,Jefferson Parish,30.0098,-90.163
69020,Bartley,NE,Red Willow,40.2581,-100.2908
23242,Henrico,VA,Henrico,37.4638,-77.398
5667,Plainfield,VT,Washington,44.2622,-72.4224
96814,Honolulu,HI,Honolulu,21.2998,-157.8439
30127,Powder Springs,GA,Cobb,33.9135,-84.6859
42154,Knob Lick,KY,Metcalfe,37.0556,-85.6985
94130,San Francisco,CA,City and County of San Francisco,37.8231,-122.3693
5744,Florence,VT,Rutland,43.7093,-73.079
84639,Levan,UT,Juab,39.5215,-111.9438
75050,Grand Prairie,TX,Dallas,32.7649,-97.0112
58224,Dahlen,ND,Nelson,48.1599,-97.9573
53784,Madison,WI,Dane,43.0489,-89.3384
56566,Naytahwaush,MN,Mahnomen,47.2601,-95.6283
72209,Little Rock,AR,Pulaski,34.6725,-92.3529
7040,Maplewood,NJ,Essex,40.7279,-74.2656
78664,Round Rock,TX,Williamson,30.5145,-97.668
16422,Harmonsburg,PA,Crawford,41.6609,-80.3178
55127,Saint Paul,MN,Ramsey,45.0803,-93.0875
54221,Manitowoc,WI,Manitowoc,44.1323,-87.599
75252,Dallas,TX,Dallas,32.9968,-96.7921
75692,Waskom,TX,Harrison,32.5184,-94.1355
43501,Alvordton,OH,Williams,41.6625,-84.4355
7013,Clifton,NJ,Passaic,40.8693,-74.1711
77234,Houston,TX,Harris,29.834,-95.4342
20113,Manassas,VA,Manassas Park (city),38.7709,-77.4494
6254,North Franklin,CT,New London,41.6161,-72.1425
61846,Georgetown,IL,Vermilion,39.9792,-87.6365
8074,Richwood,NJ,Gloucester,39.7206,-75.1681
47974,Perrysville,IN,Vermillion,40.0737,-87.4648
47282,Vernon,IN,Jennings,38.9848,-85.6094
76305,Wichita Falls,TX,Wichita,33.9995,-98.3938
54566,Wabeno,WI,Forest,45.4332,-88.6625
83611,Cascade,ID,Valley,44.6927,-115.6417
57213,Astoria,SD,Deuel,44.5735,-96.5416
56738,Newfolden,MN,Marshall,48.2895,-96.255
70739,Greenwell Springs,LA,East Baton Rouge Parish,30.5984,-90.9705
99256,Spokane,WA,Spokane,47.6536,-117.4317
94172,San Francisco,CA,City and County of San Francisco,37.7749,-122.4194
20697,Southern Md Facility,MD,Prince George's,38.8336,-76.8777
90255,Huntington Park,CA,Los Angeles,33.9769,-118.2161
25676,Lenore,WV,Mingo,37.7431,-82.108
48430,Fenton,MI,Genesee,42.7851,-83.7294
27413,Greensboro,NC,Guilford,36.0726,-79.792
38923,Coila,MS,Carroll,33.3731,-89.9915
50026,Bagley,IA,Guthrie,41.8341,-94.4415
41262,Tomahawk,KY,Martin,37.8687,-82.5971
92339,Forest Falls,CA,San Bernardino,34.0937,-116.9362
62052,Jerseyville,IL,Jersey,39.1213,-90.3338
15242,Pittsburgh,PA,Allegheny,40.4344,-80.0248
30180,Villa Rica,GA,Carroll,33.7173,-84.9297
43935,Martins Ferry,OH,Belmont,40.1036,-80.7361
21762,Libertytown,MD,Frederick,39.4822,-77.2468
54765,Sand Creek,WI,Dunn,45.1429,-91.6998
70803,Baton Rouge,LA,East Baton Rouge Parish,30.405,-91.1868
90087,Los Angeles,CA,Los Angeles,34.0522,-118.2437
30220,Grantville,GA,Coweta,33.2473,-84.835
21090,Linthicum Heights,MD,Anne Arundel,39.2092,-76.6681
72937,Hackett,AR,Sebastian,35.1945,-94.3983
8001,Alloway,NJ,Salem,39.5591,-75.3506
83303,Twin Falls,ID,Twin Falls,42.563,-114.4609
27340,Saxapahaw,NC,Alamance,35.9488,-79.3297
18801,Montrose,PA,Susquehanna,41.8396,-75.8821
62351,Mendon,IL,Adams,40.0857,-91.2899
77971,Lolita,TX,Jackson,28.7724,-96.4793
73741,Helena,OK,Alfalfa,36.5438,-98.2778
75702,Tyler,TX,Smith,32.362,-95.3117
13804,Masonville,NY,Delaware,42.2102,-75.3739
16116,Edinburg,PA,Lawrence,41.0276,-80.4632
77258,Houston,TX,Harris,29.834,-95.4342
27668,Raleigh,NC,Wake,35.7977,-78.6253
20058,Washington,DC,District of Columbia,38.8933,-77.0146
64114,Kansas City,MO,Jackson,38.9621,-94.5959
88905,The Lakes,NV,Clark,35.9279,-114.9721
83466,North Fork,ID,Lemhi,45.4242,-114.0419
45042,Middletown,OH,Butler,39.5321,-84.3896
44210,Bath,OH,Summit,41.1889,-81.6362
16057,Slippery Rock,PA,Butler,41.0454,-80.0468
33239,Miami Beach,FL,Miami-Dade,25.7907,-80.13
19493,Valley Forge,PA,Chester,40.0971,-75.4696
43772,Pleasant City,OH,Guernsey,39.9095,-81.558
